antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Frozen Paratha', 'Tapal Tea (250g)'})",frozenset({'Lays Chips'}),0.0324,0.206,0.0064,0.19753086419753088,0.9588876902792762,1.0,-0.0002743999999999993,0.9894461538461539,-0.04243054009253064,0.027586206896551724,-0.01066641788724069,0.11429941268128971
frozenset({'Bread'}),frozenset({'Surf Excel'}),0.2058,0.2112,0.0406,0.19727891156462582,0.9340857555143268,1.0,-0.0028649600000000067,0.982657627118644,-0.0816007528451007,0.10786397449521783,-0.017648438685819196,0.19475688002473715
frozenset({'National Ketchup (1kg)'}),frozenset({'Pepsi 1L'}),0.2048,0.2052,0.0404,0.19726562499999997,0.9613334551656919,1.0,-0.0016249600000000017,0.9901158150851581,-0.048145479368932084,0.1093073593073593,-0.009982857322596907,0.19707335830896683
"frozenset({'Dalda Cooking Oil (500ml)', 'Lays Chips'})",frozenset({'Shan Biryani Masala'}),0.0416,0.2088,0.0082,0.19711538461538464,0.9440391983495432,1.0,-0.00048607999999999985,0.9854467065868263,-0.05824833192729502,0.033856317093311314,-0.014768219646884954,0.11819370763336282
"frozenset({'Dalda Cooking Oil (500ml)', 'Lays Chips'})",frozenset({'National Ketchup (1kg)'}),0.0416,0.2048,0.0082,0.19711538461538464,0.9624774639423077,1.0,-0.00031967999999999927,0.99042874251497,-0.0390875655372094,0.03442485306465156,-0.009663751741216515,0.11857722355769232
"frozenset({'Surf Excel', 'Bread'})",frozenset({'Lays Chips'}),0.0406,0.206,0.008,0.19704433497536947,0.9565258979386868,1.0,-0.00036359999999999865,0.9888466257668712,-0.04523063143752783,0.03352891869237217,-0.011279175093993099,0.11793964321584008
"frozenset({'Surf Excel', 'Bread'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0406,0.196,0.008,0.19704433497536947,1.0053282396702523,1.0,4.239999999999973e-05,1.0013006134969324,0.005524286012090855,0.03499562554680665,0.0012989240987182334,0.11893033075299085
"frozenset({'Dalda Cooking Oil (500ml)', 'Nestle Water'})",frozenset({'Noodles'}),0.0406,0.2052,0.008,0.19704433497536947,0.9602550437396173,1.0,-0.000331119999999999,0.989842944785276,-0.0413573277111081,0.0336417157275021,-0.010261279598176305,0.11801534487559896
"frozenset({'Dalda Cooking Oil (500ml)', 'Nestle Water'})",frozenset({'Thal Sugar (200ml)'}),0.0406,0.1964,0.008,0.19704433497536947,1.0032807279804963,1.0,2.6160000000000766e-05,1.00080245398773,0.0034083802376486303,0.03493449781659389,0.0008018105716394674,0.11888876626568881
"frozenset({'Surf Excel', 'Shan Biryani Masala'})",frozenset({'Butter'}),0.0396,0.1966,0.0078,0.19696969696969693,1.0018804525416936,1.0,1.4639999999998925e-05,1.0004603773584906,0.001954313907666534,0.03415061295971979,0.0004601655087091568,0.118322081445174
frozenset({'Nestle Water'}),frozenset({'Dalda Cooking Oil (500ml)'}),0.2062,0.2026,0.0406,0.19689621726479145,0.9718470743573122,1.0,-0.0011761200000000027,0.9928978260869565,-0.035208535402521904,0.11026615969581749,-0.00715297558967714,0.1986455419986346
"frozenset({'Noodles', 'Bread'})",frozenset({'Eggs'}),0.0386,0.1982,0.0076,0.19689119170984454,0.9933965272948766,1.0,-5.052000000000008e-05,0.9983703225806453,-0.006866780116240517,0.03315881326352531,-0.0016323376030873656,0.1176181488317134
"frozenset({'Pepsi 1L', 'Frozen Paratha'})",frozenset({'Nestle Water'}),0.0386,0.2062,0.0076,0.19689119170984454,0.9548554399119522,1.0,-0.00035932000000000065,0.9884090322580646,-0.04687214647611006,0.03204047217537943,-0.011726893789563438,0.11687430584522294
"frozenset({'National Ketchup (1kg)', 'Nestle Water'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0386,0.2026,0.0076,0.19689119170984454,0.9718222690515524,1.0,-0.00022036000000000017,0.9928916129032258,-0.0292759399495151,0.032534246575342464,-0.0071592780162471345,0.11720176564761724
"frozenset({'Dalda Cooking Oil (500ml)', 'National Ketchup (1kg)'})",frozenset({'Nestle Water'}),0.0386,0.2062,0.0076,0.19689119170984454,0.9548554399119522,1.0,-0.00035932000000000065,0.9884090322580646,-0.04687214647611006,0.03204047217537943,-0.011726893789563438,0.11687430584522294
"frozenset({'Pepsi 1L', 'Frozen Paratha'})",frozenset({'Lux Soap'}),0.0386,0.1936,0.0076,0.19689119170984454,1.016999957178949,1.0,0.00012704000000000014,1.004098064516129,0.01738692476979845,0.03383793410507569,0.004081338925898491,0.11807369502847599
"frozenset({'Eggs', 'Tapal Tea (250g)'})",frozenset({'Nestle Water'}),0.0386,0.2062,0.0076,0.19689119170984454,0.9548554399119522,1.0,-0.00035932000000000065,0.9884090322580646,-0.04687214647611006,0.03204047217537943,-0.011726893789563438,0.11687430584522294
"frozenset({'Jam', 'Nestle Water'})",frozenset({'Chicken'}),0.0386,0.198,0.0076,0.19689119170984454,0.994399958130528,1.0,-4.2800000000000823e-05,0.9986193548387098,-0.005823572952497172,0.03318777292576419,-0.0013825539777499649,0.11763751504684146
frozenset({'Pepsi 1L'}),frozenset({'National Ketchup (1kg)'}),0.2052,0.2048,0.0404,0.1968810916179337,0.9613334551656919,1.0,-0.0016249600000000017,0.9901398058252427,-0.04816854246998956,0.1093073593073593,-0.009958385792336892,0.19707335830896683
frozenset({'Pepsi 1L'}),frozenset({'Biscuits'}),0.2052,0.1972,0.0404,0.1968810916179337,0.9983828175351609,1.0,-6.543999999999994e-05,0.9996029126213593,-0.0020338544774634983,0.11160220994475138,-0.0003972451196640186,0.20087462288807437
"frozenset({'Biscuits', 'Noodles'})",frozenset({'Surf Excel'}),0.0376,0.2112,0.0074,0.19680851063829788,0.9318584784010316,1.0,-0.0005411199999999991,0.9820821192052979,-0.07061574760403387,0.030654515327257666,-0.01824478874455137,0.11592319471308833
"frozenset({'Bread', 'Eggs'})",frozenset({'Thal Sugar (200ml)'}),0.0376,0.1964,0.0074,0.19680851063829788,1.00207999306669,1.0,1.536000000000072e-05,1.0005086092715232,0.0021567702365708364,0.03265666372462489,0.0005083507196340064,0.11724335918880271
frozenset({'Biscuits'}),frozenset({'Lays Chips'}),0.1972,0.206,0.0388,0.19675456389452334,0.955119242206424,1.0,-0.001823199999999997,0.9884898989898991,-0.055295670487300594,0.10647639956092207,-0.011644126077426513,0.1925520392288151
frozenset({'Biscuits'}),frozenset({'National Ketchup (1kg)'}),0.1972,0.2048,0.0388,0.19675456389452334,0.9607156440162272,1.0,-0.0015865600000000007,0.9899838383838385,-0.04846648256311251,0.10682819383259912,-0.01011750013264169,0.19310384444726167
"frozenset({'Jam', 'Thal Sugar (200ml)'})",frozenset({'Guard Rice (1kg)'}),0.0366,0.1952,0.0072,0.19672131147540983,1.0077936038699273,1.0,5.5679999999998925e-05,1.0018938775510204,0.00802712615043926,0.032056990204808546,0.0018902975589088222,0.11680327868852458
"frozenset({'Pepsi 1L', 'Thal Sugar (200ml)'})",frozenset({'Jam'}),0.0366,0.1984,0.0072,0.19672131147540983,0.9915388683236384,1.0,-6.144000000000028e-05,0.9979102040816327,-0.008779751697647342,0.03160667251975417,-0.00209417231111547,0.1165058170280275
"frozenset({'Jam', 'Thal Sugar (200ml)'})",frozenset({'Pepsi 1L'}),0.0366,0.2052,0.0072,0.19672131147540983,0.9586808551433228,1.0,-0.0003103200000000002,0.9894448979591836,-0.04282165921510187,0.030690537084398978,-0.01066770071035501,0.11590451538682772
"frozenset({'Pepsi 1L', 'Thal Sugar (200ml)'})",frozenset({'Frozen Paratha'}),0.0366,0.197,0.0072,0.19672131147540983,0.9985853374386285,1.0,-1.0200000000001007e-05,0.9996530612244897,-0.0014683273160705555,0.03180212014134276,-0.0003470591837984758,0.11663476741283182
"frozenset({'Butter', 'Nestle Water'})",frozenset({'Lays Chips'}),0.0366,0.206,0.0072,0.19672131147540983,0.9549578226961642,1.0,-0.0003395999999999998,0.9884489795918368,-0.04667348352409537,0.030586236193712833,-0.011686005698476267,0.11583638389304472
"frozenset({'Biscuits', 'Thal Sugar (200ml)'})",frozenset({'Tapal Tea (250g)'}),0.0366,0.1996,0.0072,0.19672131147540983,0.9855777128026545,1.0,-0.00010536000000000052,0.9964163265306123,-0.01496199856855602,0.0314410480349345,-0.003596562374550434,0.1163967278819935
"frozenset({'Biscuits', 'Thal Sugar (200ml)'})",frozenset({'Surf Excel'}),0.0366,0.2112,0.0072,0.19672131147540983,0.9314456035767511,1.0,-0.0005299200000000006,0.9819755102040816,-0.07097396335583421,0.029925187032418955,-0.018355335350646765,0.11540611028315946
"frozenset({'Pepsi 1L', 'Thal Sugar (200ml)'})",frozenset({'Eggs'}),0.0366,0.1982,0.0072,0.19672131147540983,0.9925394120858216,1.0,-5.4119999999999516e-05,0.9981591836734695,-0.0077418247360740875,0.03163444639718805,-0.0018442111805813852,0.11652412697887546
"frozenset({'Pepsi 1L', 'Tapal Tea (250g)'})",frozenset({'National Ketchup (1kg)'}),0.0356,0.2048,0.007,0.19662921348314608,0.9601035814606742,1.0,-0.0002908800000000003,0.9898293706293707,-0.041308324149918814,0.029991431019708657,-0.010275133949766013,0.11540445049157304
"frozenset({'Biscuits', 'Tapal Tea (250g)'})",frozenset({'Lays Chips'}),0.0356,0.206,0.007,0.19662921348314608,0.954510745063816,1.0,-0.000333599999999999,0.9883356643356644,-0.047089379481677913,0.029838022165387897,-0.011801998132057824,0.11530489800370897
"frozenset({'Lays Chips', 'Eggs'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0356,0.2026,0.007,0.19662921348314608,0.9705291879720932,1.0,-0.00021255999999999966,0.9925678321678322,-0.03052549343994848,0.030276816608996542,-0.007487818556375629,0.11559002628747629
"frozenset({'Jam', 'Lays Chips'})",frozenset({'National Ketchup (1kg)'}),0.0356,0.2048,0.007,0.19662921348314608,0.9601035814606742,1.0,-0.0002908800000000003,0.9898293706293707,-0.041308324149918814,0.029991431019708657,-0.010275133949766013,0.11540445049157304
"frozenset({'Lays Chips', 'Eggs'})",frozenset({'Surf Excel'}),0.0356,0.2112,0.007,0.19662921348314608,0.9310095335376235,1.0,-0.0005187199999999994,0.981862937062937,-0.07135546776128265,0.02919099249374479,-0.018472092440230632,0.11488657643854273
"frozenset({'Pepsi 1L', 'Jam'})",frozenset({'Biscuits'}),0.0346,0.1972,0.0068,0.19653179190751444,0.9966115208291808,1.0,-2.3119999999999738e-05,0.999168345323741,-0.0035094962840627186,0.030222222222222223,-0.0008323469014518566,0.11550727526410204
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'Biscuits'}),0.0346,0.1972,0.0068,0.19653179190751444,0.9966115208291808,1.0,-2.3119999999999738e-05,0.999168345323741,-0.0035094962840627186,0.030222222222222223,-0.0008323469014518566,0.11550727526410204
"frozenset({'Guard Rice (1kg)', 'Thal Sugar (200ml)'})",frozenset({'Lux Soap'}),0.0346,0.1936,0.0068,0.19653179190751444,1.0151435532412936,1.0,0.00010144000000000038,1.0036489208633095,0.015452296518358801,0.03071364046973803,0.0036356546472153294,0.1158278794248316
"frozenset({'Guard Rice (1kg)', 'Thal Sugar (200ml)'})",frozenset({'Eggs'}),0.0346,0.1982,0.0068,0.19653179190751444,0.9915832084132918,1.0,-5.771999999999982e-05,0.9979237410071944,-0.0087158207548879,0.03008849557522124,-0.0020805788132770655,0.11542028545930716
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'Tapal Tea (250g)'}),0.0346,0.1996,0.0068,0.19653179190751444,0.9846282159695112,1.0,-0.00010616000000000011,0.9961812949640287,-0.01591394238841054,0.02990325417766051,-0.003833343443885012,0.11529996409002977
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'Noodles'}),0.0346,0.2052,0.0068,0.19653179190751444,0.9577572705044564,1.0,-0.00029991999999999953,0.9892115107913668,-0.04369056498228597,0.029184549356223177,-0.010906150091199746,0.11483509673348431
"frozenset({'Jam', 'Frozen Paratha'})",frozenset({'Lays Chips'}),0.0336,0.206,0.0066,0.19642857142857145,0.9535367545076284,1.0,-0.00032159999999999914,0.9880888888888889,-0.048001146296030826,0.02832618025751073,-0.012054695933789088,0.11423370319001389
"frozenset({'Jam', 'Tapal Tea (250g)'})",frozenset({'Surf Excel'}),0.0336,0.2112,0.0066,0.19642857142857145,0.930059523809524,1.0,-0.0004963199999999997,0.9816177777777777,-0.07219662058371733,0.027707808564231738,-0.01872645609968122,0.11383928571428573
"frozenset({'Lux Soap', 'Olpers Milk (Pack of 6)'})",frozenset({'Tapal Tea (250g)'}),0.0326,0.1996,0.0064,0.196319018404908,0.9835622164574549,1.0,-0.00010695999999999883,0.9959175572519083,-0.01698230639281568,0.0283436669619132,-0.004099177405162409,0.11419157333071052
"frozenset({'Lux Soap', 'Olpers Milk (Pack of 6)'})",frozenset({'National Ketchup (1kg)'}),0.0326,0.2048,0.0064,0.196319018404908,0.9585889570552149,1.0,-0.0002764799999999991,0.9894473282442748,-0.04274688303977821,0.027705627705627706,-0.010665218303687125,0.113784509202454
"frozenset({'Guard Rice (1kg)', 'Eggs'})",frozenset({'Shan Biryani Masala'}),0.0326,0.2088,0.0064,0.196319018404908,0.9402251839315517,1.0,-0.0004068799999999992,0.9844702290076336,-0.06166492882950593,0.02723404255319149,-0.01577474923545501,0.1134851797005383
"frozenset({'Guard Rice (1kg)', 'Eggs'})",frozenset({'Pepsi 1L'}),0.0326,0.2052,0.0064,0.196319018404908,0.9567203625970176,1.0,-0.00028951999999999884,0.9889496183206106,-0.04467294564935608,0.027657735522904063,-0.011173857064786092,0.11375405111278539
"frozenset({'Guard Rice (1kg)', 'Eggs'})",frozenset({'Tapal Tea (250g)'}),0.0326,0.1996,0.0064,0.196319018404908,0.9835622164574549,1.0,-0.00010695999999999883,0.9959175572519083,-0.01698230639281568,0.0283436669619132,-0.004099177405162409,0.11419157333071052
frozenset({'Bread'}),frozenset({'Lays Chips'}),0.2058,0.206,0.0404,0.19630709426627793,0.9529470595450386,1.0,-0.001994800000000005,0.9879395405078597,-0.0585320394548435,0.10877759827679051,-0.01220768984095977,0.19621179956032342
"frozenset({'Dalda Cooking Oil (500ml)', 'Bread'})",frozenset({'National Ketchup (1kg)'}),0.0428,0.2048,0.0084,0.19626168224299065,0.9583089953271027,1.0,-0.00036543999999999986,0.9893767441860466,-0.04347412299902924,0.03511705685618729,-0.0107373211229997,0.11863865362149532
"frozenset({'National Ketchup (1kg)', 'Surf Excel'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0418,0.196,0.0082,0.19617224880382778,1.0008788204276926,1.0,7.200000000000609e-06,1.0002142857142857,0.00091635230691701,0.03571428571428572,0.00021423980575593045,0.11900449174885266
frozenset({'Lays Chips'}),frozenset({'Bread'}),0.206,0.2058,0.0404,0.19611650485436893,0.9529470595450386,1.0,-0.001994800000000005,0.9879541062801933,-0.05854591986475871,0.10877759827679051,-0.01219276648908471,0.19621179956032342
"frozenset({'Noodles', 'Nestle Water'})",frozenset({'Tapal Tea (250g)'}),0.0398,0.1996,0.0078,0.19597989949748743,0.9818632239353078,1.0,-0.0001440800000000013,0.9954974999999999,-0.018874350899440017,0.03367875647668394,-0.0045228641960426965,0.11752902790505634
"frozenset({'Noodles', 'Nestle Water'})",frozenset({'Eggs'}),0.0398,0.1982,0.0078,0.19597989949748743,0.9887986856583625,1.0,-8.836000000000087e-05,0.9972387500000001,-0.01166019171487702,0.03388357949609035,-0.0027688956130114267,0.11766704359334512
"frozenset({'Frozen Paratha', 'Bread'})",frozenset({'National Ketchup (1kg)'}),0.0398,0.2048,0.0078,0.19597989949748743,0.9569331030150753,1.0,-0.0003510400000000004,0.98903,-0.044772083769099344,0.032939189189189186,-0.011091675682234136,0.11703291849874371
frozenset({'Frozen Paratha'}),frozenset({'Pepsi 1L'}),0.197,0.2052,0.0386,0.19593908629441625,0.9548688415907225,1.0,-0.0018243999999999969,0.9884823232323232,-0.055587717320430614,0.10616061606160618,-0.011651879347739985,0.1920241240438943
frozenset({'Nestle Water'}),frozenset({'Surf Excel'}),0.2062,0.2112,0.0404,0.1959262851600388,0.9276812744320019,1.0,-0.0031494400000000033,0.9810045838359468,-0.08942455995293454,0.10716180371352785,-0.019363228752486316,0.1936070819739588
frozenset({'Noodles'}),frozenset({'Tapal Tea (250g)'}),0.2052,0.1996,0.0402,0.19590643274853803,0.9814951540507917,1.0,-0.0007579200000000022,0.9954065454545454,-0.023171689155972394,0.11025781678551838,-0.004614651738458235,0.19865461917988025
"frozenset({'Lux Soap', 'Frozen Paratha'})",frozenset({'Jam'}),0.0378,0.1984,0.0074,0.19576719576719578,0.9867298173749788,1.0,-9.951999999999964e-05,0.9967263157894737,-0.013784315354995934,0.032342657342657344,-0.0032844364181689235,0.11653279143198499
"frozenset({'Dalda Cooking Oil (500ml)', 'Thal Sugar (200ml)'})",frozenset({'Tapal Tea (250g)'}),0.0378,0.1996,0.0074,0.19576719576719578,0.9807975739839468,1.0,-0.00014488,0.9952342105263159,-0.019941749390240546,0.03217391304347826,-0.004788610985512513,0.11642067203189449
"frozenset({'Thal Sugar (200ml)', 'Tapal Tea (250g)'})",frozenset({'Biscuits'}),0.0368,0.1972,0.0072,0.1956521739130435,0.9921509833318636,1.0,-5.696e-05,0.9980756756756756,-0.008146453089244853,0.03174603174603175,-0.001928034487987668,0.11608166504982803
"frozenset({'Frozen Paratha', 'Shan Biryani Masala'})",frozenset({'Pepsi 1L'}),0.0368,0.2052,0.0072,0.1956521739130435,0.9534706331045004,1.0,-0.0003513600000000002,0.9881297297297297,-0.04822134387351782,0.030664395229982967,-0.012012866239250764,0.11536994660564455
"frozenset({'Olpers Milk (Pack of 6)', 'Guard Rice (1kg)'})",frozenset({'Bread'}),0.0368,0.2058,0.0072,0.1956521739130435,0.9506908353403473,1.0,-0.00037344000000000006,0.9873837837837838,-0.05109680809142257,0.03058623619371283,-0.012777418895689403,0.11531879832678413
"frozenset({'Frozen Paratha', 'Thal Sugar (200ml)'})",frozenset({'Pepsi 1L'}),0.0368,0.2052,0.0072,0.1956521739130435,0.9534706331045004,1.0,-0.0003513600000000002,0.9881297297297297,-0.04822134387351782,0.030664395229982967,-0.012012866239250764,0.11536994660564455
"frozenset({'Lux Soap', 'Butter'})",frozenset({'Shan Biryani Masala'}),0.0368,0.2088,0.0072,0.1956521739130435,0.9370314842578711,1.0,-0.00048384000000000014,0.983654054054054,-0.06521739130434784,0.030201342281879193,-0.016617575944080545,0.11506746626686656
"frozenset({'Lux Soap', 'Shan Biryani Masala'})",frozenset({'Butter'}),0.0368,0.1966,0.0072,0.1956521739130435,0.9951789110531205,1.0,-3.4880000000000154e-05,0.9988216216216216,-0.005004361599559272,0.03183023872679045,-0.0011797685921788776,0.11613737891989916
"frozenset({'Olpers Milk (Pack of 6)', 'Shan Biryani Masala'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0358,0.2026,0.007,0.19553072625698326,0.9651072372012994,1.0,-0.0002530799999999993,0.9912124999999999,-0.036141481303766564,0.03025064822817632,-0.008865404744189549,0.11504078267439488
"frozenset({'Chicken', 'Surf Excel'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0358,0.196,0.007,0.19553072625698326,0.9976057462090983,1.0,-1.6799999999999975e-05,0.9994166666666667,-0.0024829298572315293,0.03113879003558719,-0.0005836738097223278,0.11562250598563448
"frozenset({'Jam', 'National Ketchup (1kg)'})",frozenset({'Surf Excel'}),0.0358,0.2112,0.007,0.19553072625698326,0.925808362959201,1.0,-0.0005609599999999992,0.9805222222222221,-0.07673493507843654,0.029166666666666667,-0.01986469795007194,0.11433733282546132
"frozenset({'Jam', 'National Ketchup (1kg)'})",frozenset({'Lays Chips'}),0.0358,0.206,0.007,0.19553072625698326,0.9491782828008897,1.0,-0.0003747999999999989,0.9869861111111111,-0.052609415794053926,0.02981260647359455,-0.013185483303547522,0.11475565439062756
"frozenset({'Olpers Milk (Pack of 6)', 'Shan Biryani Masala'})",frozenset({'Lays Chips'}),0.0358,0.206,0.007,0.19553072625698326,0.9491782828008897,1.0,-0.0003747999999999989,0.9869861111111111,-0.052609415794053926,0.02981260647359455,-0.013185483303547522,0.11475565439062756
"frozenset({'Lux Soap', 'Bread'})",frozenset({'Nestle Water'}),0.0358,0.2062,0.007,0.19553072625698326,0.948257644311267,1.0,-0.00038195999999999976,0.9867375,-0.05356061115972267,0.029787234042553193,-0.013440758053686996,0.1147391749616633
"frozenset({'Jam', 'National Ketchup (1kg)'})",frozenset({'Bread'}),0.0358,0.2058,0.007,0.19553072625698326,0.9501007106753316,1.0,-0.0003676399999999998,0.9872347222222222,-0.05165630655441023,0.029838022165387893,-0.012930337122912056,0.11477216584958005
"frozenset({'Chicken', 'Tapal Tea (250g)'})",frozenset({'Lays Chips'}),0.0348,0.206,0.0068,0.19540229885057472,0.9485548487891977,1.0,-0.00036879999999999986,0.9868285714285715,-0.05320131099109079,0.02905982905982906,-0.013347230666782449,0.1142060037942194
"frozenset({'Chicken', 'Eggs'})",frozenset({'Butter'}),0.0348,0.1966,0.0068,0.19540229885057472,0.993907929046667,1.0,-4.167999999999967e-05,0.9985114285714286,-0.006310332715623171,0.030276046304541407,-0.0014907905768300636,0.11499514739069937
frozenset({'Tapal Tea (250g)'}),frozenset({'Lays Chips'}),0.1996,0.206,0.039,0.19539078156312625,0.9484989396268265,1.0,-0.0021175999999999973,0.9868144458281446,-0.06352825411301638,0.10638297872340426,-0.013361736066591605,0.1923555849563204
"frozenset({'Noodles', 'National Ketchup (1kg)'})",frozenset({'Nestle Water'}),0.043,0.2062,0.0084,0.19534883720930232,0.9473755441770239,1.0,-0.0004665999999999993,0.986514450867052,-0.05485926587814792,0.03488372093023256,-0.013669895175985979,0.11804299280445718
frozenset({'National Ketchup (1kg)'}),frozenset({'Tapal Tea (250g)'}),0.2048,0.1996,0.04,0.1953125,0.9785195390781564,1.0,-0.0008780800000000033,0.9946718446601942,-0.0268640350877194,0.10976948408342481,-0.005356696651674163,0.1978566508016032
"frozenset({'Lux Soap', 'Guard Rice (1kg)'})",frozenset({'Butter'}),0.0338,0.1966,0.0066,0.19526627218934914,0.9932160335165267,1.0,-4.5079999999999426e-05,0.9983426470588236,-0.007019620056057214,0.029490616621983913,-0.00166010431995377,0.11441848706110387
"frozenset({'Olpers Milk (Pack of 6)', 'Bread'})",frozenset({'Lays Chips'}),0.0338,0.206,0.0066,0.19526627218934914,0.9478945251910152,1.0,-0.00036279999999999906,0.9866617647058824,-0.05383012944157904,0.02830188679245283,-0.01351854887991291,0.11365255357040273
"frozenset({'Lux Soap', 'Guard Rice (1kg)'})",frozenset({'Nestle Water'}),0.0338,0.2062,0.0066,0.19526627218934914,0.9469751318591132,1.0,-0.0003695599999999988,0.9864132352941177,-0.05477819544414255,0.02827763496143959,-0.01377390754680128,0.11363701582309357
"frozenset({'Olpers Milk (Pack of 6)', 'Bread'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0338,0.2026,0.0066,0.19526627218934914,0.9638019357815851,1.0,-0.0002478799999999998,0.9908867647058823,-0.03741697862576981,0.028720626631853784,-0.009197050176386837,0.11392138880938335
"frozenset({'Lux Soap', 'Guard Rice (1kg)'})",frozenset({'Tapal Tea (250g)'}),0.0338,0.1996,0.0066,0.19526627218934914,0.9782879368203865,1.0,-0.00014647999999999918,0.9946147058823529,-0.02245454824171432,0.0291005291005291,-0.005414452537045054,0.1141662022269391
"frozenset({'Lux Soap', 'Guard Rice (1kg)'})",frozenset({'Bread'}),0.0338,0.2058,0.0066,0.19526627218934914,0.9488157054876051,1.0,-0.0003560399999999993,0.9869102941176471,-0.05288015969202243,0.028326180257510727,-0.013263318824793343,0.1136681215174151
frozenset({'Lux Soap'}),frozenset({'Frozen Paratha'}),0.1936,0.197,0.0378,0.19524793388429754,0.9911062633720686,1.0,-0.00033919999999999784,0.9978228498074454,-0.01100544042526676,0.10714285714285714,-0.0021819005176867646,0.193563053236565
"frozenset({'Pepsi 1L', 'Surf Excel'})",frozenset({'Lux Soap'}),0.041,0.1936,0.008,0.1951219512195122,1.0078613182826044,1.0,6.240000000000065e-05,1.001890909090909,0.008133472367049093,0.035304501323918804,0.0018873403019744638,0.11822213263454949
"frozenset({'Chicken', 'Nestle Water'})",frozenset({'Olpers Milk (Pack of 6)'}),0.041,0.196,0.008,0.1951219512195122,0.9955201592832255,1.0,-3.600000000000131e-05,0.9989090909090909,-0.0046704722366374294,0.034934497816593885,-0.0010921004732435393,0.11796913887506222
"frozenset({'Noodles', 'Surf Excel'})",frozenset({'Nestle Water'}),0.041,0.2062,0.008,0.1951219512195122,0.9462752241489438,1.0,-0.0004542000000000001,0.9862363636363637,-0.05589328345352072,0.033444816053511704,-0.013955717788470386,0.11695961770480945
"frozenset({'Noodles', 'Surf Excel'})",frozenset({'Butter'}),0.041,0.1966,0.008,0.1951219512195122,0.9924819492345484,1.0,-6.0599999999999196e-05,0.9981636363636363,-0.007836950055608617,0.03484320557491289,-0.0018397420718045743,0.11790685556906434
"frozenset({'Chicken', 'Nestle Water'})",frozenset({'Bread'}),0.041,0.2058,0.008,0.1951219512195122,0.9481144374125957,1.0,-0.00043780000000000034,0.9867333333333332,-0.053984068657673474,0.03350083752093802,-0.013445037497466393,0.11699732157671432
"frozenset({'Lays Chips', 'Chicken'})",frozenset({'Olpers Milk (Pack of 6)'}),0.041,0.196,0.008,0.1951219512195122,0.9955201592832255,1.0,-3.600000000000131e-05,0.9989090909090909,-0.0046704722366374294,0.034934497816593885,-0.0010921004732435393,0.11796913887506222
"frozenset({'Pepsi 1L', 'Surf Excel'})",frozenset({'Tapal Tea (250g)'}),0.041,0.1996,0.008,0.1951219512195122,0.9775648858692996,1.0,-0.00018360000000000078,0.9944363636363636,-0.02337186211110555,0.034393809114359415,-0.005594763593812841,0.11760105577007673
frozenset({'Surf Excel'}),frozenset({'Lays Chips'}),0.2112,0.206,0.0412,0.19507575757575757,0.946969696969697,1.0,-0.0023071999999999954,0.9864282352941177,-0.06628787878787866,0.10957446808510639,-0.013758491718189445,0.1975378787878788
"frozenset({'Lays Chips', 'Frozen Paratha'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.04,0.2026,0.0078,0.19499999999999998,0.96248766041461,1.0,-0.00030400000000000045,0.9905590062111801,-0.0390143737166325,0.03321976149914821,-0.009530975670930553,0.11674975320829219
"frozenset({'National Ketchup (1kg)', 'Tapal Tea (250g)'})",frozenset({'Butter'}),0.04,0.1966,0.0078,0.19499999999999998,0.9918616480162766,1.0,-6.399999999999982e-05,0.9980124223602483,-0.008474576271186418,0.03409090909090909,-0.001991535972118519,0.11733723296032553
frozenset({'Noodles'}),frozenset({'Shan Biryani Masala'}),0.2052,0.2088,0.04,0.19493177387914232,0.9335812925246278,1.0,-0.0028457600000000027,0.9827738498789347,-0.08215773768280636,0.106951871657754,-0.01752809165932469,0.19325132755259797
frozenset({'Olpers Milk (Pack of 6)'}),frozenset({'Eggs'}),0.196,0.1982,0.0382,0.19489795918367345,0.983339854609856,1.0,-0.0006472000000000006,0.9958986058301649,-0.020637755102040835,0.10730337078651685,-0.004118284879429459,0.19381628534360262
"frozenset({'Olpers Milk (Pack of 6)', 'Surf Excel'})",frozenset({'Pepsi 1L'}),0.039,0.2052,0.0076,0.19487179487179487,0.9496676163342831,1.0,-0.00040279999999999917,0.9871719745222929,-0.052268244575936776,0.032121724429416736,-0.012994722103931959,0.11595441595441595
frozenset({'Eggs'}),frozenset({'Tapal Tea (250g)'}),0.1982,0.1996,0.0386,0.19475277497477297,0.9757153054848345,1.0,-0.0009607199999999982,0.9939804511278195,-0.030106987734329408,0.10746102449888643,-0.006056003279893835,0.19406977426093358
