customer_id,total_spent,purchase_frequency,avg_basket_size,age,gender,loyalty_tier,cluster,customer_segment
C0441,6085.07,18,2.39,38,Male,Bronze,0,Low Value
C0442,10862.08,18,2.28,34,Female,Silver,1,Mid Value
C0443,4500.61,11,2.45,18,Male,Bronze,0,Low Value
C0444,6024.49,27,1.89,34,Female,Silver,1,Mid Value
C0445,15458.78,25,2.12,21,Male,Bronze,1,Mid Value
C0446,6008.79,13,2.62,41,Female,Silver,0,Low Value
C0447,3076.71,15,1.53,38,Male,Bronze,2,High Value
C0448,4765.71,10,1.3,25,Female,Bronze,2,High Value
C0449,3311.94,11,1.82,29,Male,Bronze,2,High Value
C0450,3402.18,15,1.93,24,Male,Bronze,2,High Value
C0451,3590.01,15,1.73,34,Female,Bronze,2,High Value
C0452,6101.01,22,2.05,44,Male,Bronze,2,High Value
C0453,6512.84,21,2.19,25,Male,Gold,0,Low Value
C0454,10928.53,24,2.46,40,Female,Bronze,1,Mid Value
C0455,8648.33,13,2.38,29,Male,Bronze,0,Low Value
C0456,6787.37,24,2.08,27,Female,Gold,1,Mid Value
C0457,7321.1,24,2.13,33,Male,Gold,1,Mid Value
C0458,9359.66,27,2.19,24,Female,Gold,1,Mid Value
C0459,5825.81,11,2.36,29,Male,Silver,0,Low Value
C0460,4051.78,19,1.95,23,Female,Bronze,2,High Value
C0461,3576.43,18,1.83,54,Female,Bronze,2,High Value
C0462,4658.02,14,1.86,35,Male,Silver,2,High Value
C0463,7266.33,16,2.63,28,Male,Bronze,0,Low Value
C0464,3408.51,14,1.86,37,Male,Silver,2,High Value
C0465,5654.43,18,1.94,33,Female,Bronze,2,High Value
C0466,8979.31,22,2.0,32,Male,Bronze,1,Mid Value
C0467,4598.23,19,2.0,41,Female,Bronze,2,High Value
C0468,6122.85,21,2.14,42,Male,Bronze,0,Low Value
C0469,6146.78,24,1.92,29,Male,Silver,2,High Value
C0470,8783.7,24,2.13,29,Female,Silver,1,Mid Value
C0471,6482.74,21,2.14,32,Female,Bronze,0,Low Value
C0472,4243.19,12,2.17,18,Male,Silver,0,Low Value
C0473,4747.17,26,1.69,19,Female,Bronze,2,High Value
C0474,8900.71,23,2.57,48,Female,Bronze,1,Mid Value
C0475,7517.62,21,2.05,51,Female,Bronze,1,Mid Value
C0476,12193.31,33,2.12,32,Female,Silver,1,Mid Value
C0477,7411.86,25,2.28,40,Male,Silver,1,Mid Value
C0478,5424.31,16,2.5,38,Male,Silver,0,Low Value
C0479,4256.23,18,2.22,65,Male,Gold,0,Low Value
C0480,5367.26,15,2.4,46,Female,Gold,0,Low Value
C0481,3484.31,16,2.0,33,Male,Silver,2,High Value
C0482,6042.02,24,1.92,25,Male,Bronze,2,High Value
C0483,8815.42,26,1.92,18,Female,Silver,1,Mid Value
C0484,7496.1,19,2.63,37,Female,Silver,0,Low Value
C0485,6312.33,19,2.21,27,Female,Silver,0,Low Value
C0486,9773.12,26,2.19,20,Male,Bronze,1,Mid Value
C0487,4659.76,23,1.87,28,Male,Bronze,2,High Value
C0488,3630.96,16,1.88,24,Female,Bronze,2,High Value
C0489,8289.22,16,2.31,51,Female,Bronze,0,Low Value
C0490,8263.15,17,2.82,43,Female,Silver,0,Low Value
C0491,7100.0,20,2.1,34,Female,Silver,0,Low Value
C0492,4772.59,19,1.79,49,Male,Bronze,2,High Value
C0493,4416.11,14,2.07,35,Male,Silver,2,High Value
C0494,4938.84,23,2.09,26,Male,Silver,2,High Value
C0495,4848.64,15,2.0,50,Male,Bronze,2,High Value
C0496,2481.38,11,1.91,40,Female,Silver,2,High Value
C0497,12043.78,30,2.47,24,Female,Bronze,1,Mid Value
C0498,8375.21,20,2.75,33,Female,Silver,0,Low Value
C0499,7109.68,26,2.31,26,Female,Silver,1,Mid Value
C0500,4573.6,23,1.74,21,Female,Bronze,2,High Value
