transaction_id,customer_id,product_id,store_id,date_id,quantity,unit_price,total_amount,discount
T002339,C0257,P144,S001,D255,1,140.0,125.72,0.102
T002340,C0423,P076,S001,D150,1,130.88,130.23,0.005
T002341,C0056,P089,S001,D036,2,105.8,210.33,0.006
T002342,C0177,P017,S001,D215,1,85.93,70.72,0.177
T002343,C0122,P160,S001,D146,1,38.93,31.81,0.183
T002344,C0220,P018,S001,D304,1,35.55,31.92,0.102
T002345,C0223,P090,S001,D289,3,114.35,338.25,0.014
T002346,C0043,P059,S001,D186,1,57.12,56.43,0.012
T002347,C0079,P096,S001,D266,1,280.6,278.07,0.009
T002348,C0144,P143,S001,D249,1,129.29,123.73,0.043
T002349,C0359,P050,S001,D353,5,83.48,400.29,0.041
T002350,C0102,P059,S001,D278,1,56.15,53.96,0.039
T002351,C0053,P118,S001,D258,1,216.47,184.0,0.15
T002352,C0093,P074,S001,D259,3,143.91,413.17,0.043
T002353,C0323,P162,S001,D340,3,27.69,82.16,0.011
T002354,C0068,P048,S001,D346,3,90.61,268.02,0.014
T002355,C0099,P122,S001,D118,5,197.88,968.62,0.021
T002356,C0316,P006,S001,D113,1,67.05,64.17,0.043
T002357,C0195,P112,S001,D289,2,180.16,354.92,0.015
T002358,C0325,P119,S001,D137,4,204.05,807.22,0.011
T002359,C0219,P078,S001,D020,1,198.05,181.02,0.086
T002360,C0330,P124,S001,D012,2,341.19,606.64,0.111
T002361,C0187,P039,S001,D035,5,143.64,621.24,0.135
T002362,C0215,P136,S001,D094,1,167.57,148.63,0.113
T002363,C0094,P118,S001,D228,1,208.0,196.77,0.054
T002364,C0382,P092,S001,D244,1,103.71,102.26,0.014
T002365,C0144,P079,S001,D169,2,204.47,406.9,0.005
T002366,C0095,P031,S001,D023,2,90.43,176.34,0.025
T002367,C0172,P055,S001,D329,4,58.96,234.66,0.005
T002368,C0007,P125,S001,D308,3,336.86,971.17,0.039
T002369,C0067,P158,S001,D245,2,37.35,61.7,0.174
T002370,C0186,P091,S001,D169,2,113.25,205.89,0.091
T002371,C0310,P063,S001,D340,2,269.38,487.04,0.096
T002372,C0108,P097,S001,D029,2,304.12,605.81,0.004
T002373,C0055,P140,S001,D180,2,264.97,475.89,0.102
T002374,C0062,P052,S001,D253,2,81.21,143.25,0.118
T002375,C0453,P076,S001,D091,1,132.98,117.16,0.119
T002376,C0361,P096,S001,D111,3,275.89,823.53,0.005
T002377,C0483,P112,S001,D032,2,181.68,336.47,0.074
T002378,C0372,P071,S001,D116,1,80.7,77.63,0.038
T002379,C0274,P049,S001,D300,1,92.1,91.92,0.002
T002380,C0099,P016,S001,D286,1,87.3,84.16,0.036
T002381,C0457,P041,S001,D287,1,162.32,132.29,0.185
T002382,C0465,P024,S001,D170,4,134.76,529.88,0.017
T002383,C0188,P083,S001,D262,2,143.95,277.54,0.036
T002384,C0467,P163,S001,D249,2,27.82,54.3,0.024
T002385,C0269,P029,S001,D353,2,94.12,172.24,0.085
T002386,C0012,P148,S001,D194,3,1033.31,3056.53,0.014
T002387,C0496,P027,S001,D215,2,90.08,170.61,0.053
T002388,C0290,P096,S001,D222,2,269.5,512.59,0.049
T002389,C0098,P085,S001,D012,4,149.68,586.75,0.02
T002390,C0351,P118,S001,D350,1,214.31,208.74,0.026
T002391,C0039,P072,S001,D183,1,129.83,124.9,0.038
T002392,C0197,P065,S001,D216,2,327.66,642.21,0.02
T002393,C0311,P113,S001,D302,1,170.26,168.73,0.009
T002394,C0082,P010,S001,D188,2,92.22,178.91,0.03
T002395,C0005,P124,S001,D282,2,358.6,688.51,0.04
T002396,C0234,P112,S001,D362,3,181.21,524.06,0.036
T002397,C0133,P029,S001,D178,5,90.67,423.88,0.065
T002398,C0363,P137,S001,D042,1,157.08,147.97,0.058
T002399,C0115,P145,S001,D325,2,120.46,224.78,0.067
T002400,C0021,P052,S001,D037,4,84.21,321.01,0.047
T002401,C0143,P024,S001,D299,1,137.71,135.78,0.014
T002402,C0405,P141,S001,D176,1,256.93,206.06,0.198
T002403,C0422,P042,S001,D295,4,208.92,742.08,0.112
T002404,C0333,P061,S001,D017,3,50.12,145.85,0.03
T002405,C0189,P161,S001,D018,3,38.81,110.96,0.047
T002406,C0453,P148,S001,D240,2,1057.5,1751.22,0.172
T002407,C0210,P111,S001,D278,1,161.27,158.85,0.015
T002408,C0030,P054,S001,D089,3,82.95,248.6,0.001
T002409,C0183,P149,S001,D246,3,1173.7,3105.61,0.118
T002410,C0091,P020,S001,D223,3,33.29,99.77,0.001
T002411,C0337,P022,S001,D111,2,140.43,269.91,0.039
T002412,C0400,P078,S001,D165,2,199.29,384.23,0.036
T002413,C0353,P125,S001,D230,3,330.84,959.77,0.033
T002414,C0446,P152,S001,D326,2,1226.79,2227.85,0.092
T002415,C0106,P048,S001,D200,2,92.88,183.72,0.011
T002416,C0138,P079,S001,D318,2,196.03,355.21,0.094
T002417,C0440,P043,S001,D076,3,207.23,616.72,0.008
T002418,C0119,P089,S001,D319,1,105.4,103.08,0.022
T002419,C0076,P028,S001,D325,3,101.28,286.52,0.057
T002420,C0093,P105,S001,D187,2,127.02,243.62,0.041
T002421,C0091,P055,S001,D247,2,58.55,114.17,0.025
T002422,C0374,P025,S001,D300,2,125.84,234.06,0.07
T002423,C0159,P121,S001,D094,3,193.2,511.21,0.118
T002424,C0202,P152,S001,D146,1,1231.26,1220.18,0.009
T002425,C0074,P039,S001,D123,1,141.82,140.12,0.012
T002426,C0466,P128,S001,D133,3,340.2,1000.19,0.02
T002427,C0371,P103,S001,D061,1,104.92,86.77,0.173
T002428,C0414,P030,S001,D201,3,98.13,262.01,0.11
T002429,C0197,P040,S001,D287,2,135.69,260.25,0.041
T002430,C0391,P164,S001,D153,1,31.42,29.94,0.047
T002431,C0068,P096,S001,D135,2,272.61,543.04,0.004
T002432,C0074,P018,S001,D232,2,35.47,68.81,0.03
T002433,C0406,P071,S001,D323,2,83.09,158.2,0.048
T002434,C0055,P118,S001,D078,4,214.43,765.94,0.107
T002435,C0437,P023,S001,D114,3,146.3,434.51,0.01
T002436,C0246,P102,S001,D234,1,111.59,106.57,0.045
T002437,C0418,P155,S001,D336,1,77.15,71.52,0.073
T002438,C0080,P141,S001,D150,1,259.97,237.09,0.088
T002439,C0137,P036,S001,D104,2,145.79,274.38,0.059
T002440,C0423,P153,S001,D098,2,78.4,152.57,0.027
T002441,C0053,P076,S001,D186,1,131.85,107.59,0.184
T002442,C0073,P148,S001,D153,4,1022.83,3592.18,0.122
T002443,C0117,P108,S001,D099,3,130.29,367.42,0.06
T002444,C0336,P018,S001,D134,2,34.12,65.1,0.046
T002445,C0351,P031,S001,D080,3,91.16,261.45,0.044
T002446,C0422,P009,S001,D019,1,76.82,65.37,0.149
T002447,C0057,P027,S001,D111,3,90.61,218.55,0.196
T002448,C0145,P157,S001,D219,3,88.83,258.23,0.031
T002449,C0061,P076,S001,D355,2,130.66,231.27,0.115
T002450,C0044,P133,S001,D306,2,84.6,164.12,0.03
T002451,C0092,P076,S001,D276,1,131.2,128.97,0.017
T002452,C0093,P028,S001,D030,1,99.95,99.15,0.008
T002453,C0342,P028,S001,D121,2,100.0,181.2,0.094
T002454,C0147,P115,S001,D013,3,181.26,541.06,0.005
T002455,C0470,P034,S001,D003,5,63.51,293.42,0.076
T002456,C0136,P134,S001,D314,3,149.22,402.89,0.1
T002457,C0040,P109,S001,D160,3,128.18,368.0,0.043
T002458,C0077,P022,S001,D161,1,138.79,122.83,0.115
T002459,C0076,P026,S001,D042,3,146.98,396.85,0.1
T002460,C0403,P106,S001,D280,1,125.82,112.36,0.107
T002461,C0058,P097,S001,D017,1,304.0,289.41,0.048
T002462,C0143,P140,S001,D204,2,265.2,521.91,0.016
T002463,C0066,P125,S001,D015,2,326.84,603.35,0.077
T002464,C0164,P082,S001,D232,1,208.17,190.68,0.084
T002465,C0499,P068,S001,D256,1,76.4,68.3,0.106
T002466,C0171,P050,S001,D281,3,82.93,219.93,0.116
T002467,C0472,P037,S001,D040,1,152.15,140.13,0.079
T002468,C0255,P120,S001,D119,2,212.32,414.02,0.025
T002469,C0275,P095,S001,D032,3,303.18,892.26,0.019
T002470,C0298,P148,S001,D278,2,1067.98,2080.43,0.026
T002471,C0398,P119,S001,D169,1,200.64,193.22,0.037
T002472,C0360,P001,S001,D254,3,74.16,218.48,0.018
T002473,C0105,P156,S001,D023,1,90.72,86.09,0.051
T002474,C0286,P076,S001,D264,1,131.55,130.63,0.007
T002475,C0057,P162,S001,D335,3,26.74,69.39,0.135
T002476,C0435,P099,S001,D209,1,93.98,84.11,0.105
T002477,C0072,P106,S001,D124,1,120.81,119.96,0.007
T002478,C0437,P138,S001,D271,1,271.44,258.68,0.047
T002479,C0216,P015,S001,D237,3,77.49,222.94,0.041
T002480,C0029,P019,S001,D039,1,37.43,33.24,0.112
T002481,C0357,P145,S001,D199,2,125.36,245.96,0.019
T002482,C0014,P141,S001,D172,1,267.14,245.77,0.08
T002483,C0028,P131,S001,D238,1,98.45,95.2,0.033
T002484,C0038,P074,S001,D067,2,146.45,265.95,0.092
T002485,C0081,P080,S001,D023,1,198.69,195.11,0.018
T002486,C0041,P126,S001,D103,2,347.51,694.32,0.001
T002487,C0426,P011,S001,D010,2,93.95,186.58,0.007
T002488,C0094,P138,S001,D204,2,270.11,507.81,0.06
T002489,C0271,P107,S001,D342,2,126.39,248.99,0.015
T002490,C0211,P127,S001,D188,3,296.45,869.78,0.022
T002491,C0331,P086,S001,D206,4,149.42,589.31,0.014
T002492,C0080,P152,S001,D152,1,1185.43,1072.81,0.095
T002493,C0310,P078,S001,D079,1,201.29,184.18,0.085
T002494,C0006,P139,S001,D313,2,272.72,533.99,0.021
T002495,C0486,P069,S001,D305,1,79.24,77.02,0.028
T002496,C0425,P159,S001,D023,1,38.61,35.14,0.09
T002497,C0157,P163,S001,D353,4,28.28,110.74,0.021
T002498,C0081,P001,S001,D246,2,75.0,149.25,0.005
T002499,C0194,P047,S001,D283,1,218.76,217.45,0.006
T002500,C0109,P126,S001,D128,3,350.8,1049.24,0.003
T002501,C0201,P142,S001,D301,3,225.57,651.67,0.037
T002502,C0287,P132,S001,D362,1,92.84,92.47,0.004
T002503,C0355,P113,S001,D009,2,172.3,339.09,0.016
T002504,C0329,P081,S001,D049,2,212.6,392.46,0.077
T002505,C0028,P082,S001,D202,3,212.03,615.74,0.032
T002506,C0100,P083,S001,D176,2,142.41,283.4,0.005
T002507,C0186,P147,S001,D022,1,133.91,119.31,0.109
T002508,C0015,P031,S001,D010,2,90.36,159.76,0.116
T002509,C0055,P094,S001,D006,3,279.02,760.05,0.092
T002510,C0388,P020,S001,D296,1,34.61,32.43,0.063
T002511,C0104,P100,S001,D109,1,110.9,110.68,0.002
T002512,C0138,P022,S001,D309,2,133.11,242.26,0.09
T002513,C0023,P134,S001,D291,1,147.05,141.17,0.04
T002514,C0024,P087,S001,D154,3,151.58,428.82,0.057
T002515,C0159,P092,S001,D122,3,101.74,263.71,0.136
T002516,C0145,P100,S001,D267,1,113.02,110.19,0.025
T002517,C0162,P147,S001,D211,3,135.1,390.71,0.036
T002518,C0499,P142,S001,D188,3,224.82,609.04,0.097
T002519,C0170,P121,S001,D350,4,196.09,647.88,0.174
T002520,C0052,P039,S001,D039,2,145.58,260.88,0.104
T002521,C0013,P124,S001,D036,3,352.45,1037.26,0.019
T002522,C0301,P124,S001,D009,2,358.38,715.33,0.002
T002523,C0083,P038,S001,D308,1,165.24,161.44,0.023
T002524,C0454,P044,S001,D363,2,188.52,358.94,0.048
T002525,C0119,P093,S001,D018,1,98.46,94.52,0.04
T002526,C0335,P102,S001,D302,2,107.51,193.52,0.1
T002527,C0494,P057,S001,D120,3,58.45,154.48,0.119
T002528,C0312,P025,S001,D151,3,129.47,370.15,0.047
T002529,C0175,P070,S001,D018,2,74.39,131.97,0.113
T002530,C0149,P119,S001,D181,1,196.68,188.22,0.043
T002531,C0221,P028,S001,D325,2,96.16,173.09,0.1
T002532,C0350,P099,S001,D228,1,91.43,85.49,0.065
T002533,C0313,P149,S001,D303,3,1201.47,3182.69,0.117
T002534,C0291,P157,S001,D076,2,90.29,176.07,0.025
T002535,C0413,P061,S001,D186,1,49.11,40.42,0.177
T002536,C0159,P091,S001,D229,2,111.94,179.78,0.197
T002537,C0401,P110,S001,D077,3,186.81,546.42,0.025
T002538,C0233,P108,S001,D224,3,129.4,313.28,0.193
T002539,C0083,P140,S001,D358,1,263.96,256.31,0.029
T002540,C0181,P070,S001,D170,3,72.79,216.4,0.009
T002541,C0396,P080,S001,D091,5,203.97,816.9,0.199
T002542,C0132,P002,S001,D254,1,79.59,73.14,0.081
T002543,C0474,P018,S001,D032,1,33.81,33.61,0.006
T002544,C0292,P059,S001,D320,2,56.2,110.38,0.018
T002545,C0147,P037,S001,D171,2,153.59,293.97,0.043
T002546,C0470,P065,S001,D170,4,329.98,1213.01,0.081
T002547,C0263,P106,S001,D039,2,124.85,220.49,0.117
T002548,C0192,P036,S001,D324,4,141.06,552.39,0.021
T002549,C0231,P141,S001,D196,1,260.27,248.82,0.044
T002550,C0350,P023,S001,D075,1,140.53,123.95,0.118
T002551,C0030,P019,S001,D029,5,37.41,184.81,0.012
T002552,C0421,P110,S001,D190,1,183.15,181.68,0.008
T002553,C0054,P119,S001,D201,2,195.85,367.81,0.061
T002554,C0205,P009,S001,D185,1,76.6,67.25,0.122
T002555,C0448,P095,S001,D041,1,296.77,295.29,0.005
T002556,C0239,P060,S001,D038,2,53.05,103.24,0.027
T002557,C0419,P048,S001,D315,2,90.96,181.19,0.004
T002558,C0375,P117,S001,D093,2,188.55,359.0,0.048
T002559,C0204,P079,S001,D110,1,202.79,200.76,0.01
T002560,C0169,P037,S001,D074,1,150.47,139.34,0.074
T002561,C0310,P012,S001,D016,3,86.01,232.49,0.099
T002562,C0244,P064,S001,D064,2,317.7,543.27,0.145
T002563,C0280,P054,S001,D130,1,80.63,68.78,0.147
T002564,C0328,P156,S001,D224,1,86.6,84.18,0.028
T002565,C0308,P123,S001,D280,2,305.94,610.04,0.003
T002566,C0414,P092,S001,D328,3,103.96,267.28,0.143
T002567,C0243,P063,S001,D040,4,266.8,1055.46,0.011
T002568,C0012,P062,S001,D084,3,301.44,873.57,0.034
T002569,C0139,P046,S001,D090,2,208.14,412.53,0.009
T002570,C0073,P128,S001,D188,2,328.54,564.43,0.141
T002571,C0153,P071,S001,D133,1,82.64,75.86,0.082
T002572,C0215,P124,S001,D083,3,351.14,951.24,0.097
T002573,C0133,P059,S001,D261,2,55.17,104.38,0.054
T002574,C0459,P124,S001,D275,4,359.07,1330.0,0.074
T002575,C0386,P100,S001,D142,3,108.65,322.69,0.01
T002576,C0483,P031,S001,D306,4,91.34,335.04,0.083
T002577,C0353,P047,S001,D100,2,216.28,411.8,0.048
T002578,C0224,P135,S001,D188,1,156.86,141.33,0.099
T002579,C0200,P102,S001,D184,2,112.01,189.07,0.156
T002580,C0458,P025,S001,D357,1,129.05,115.11,0.108
T002581,C0342,P143,S001,D001,3,127.85,360.54,0.06
T002582,C0341,P026,S001,D358,5,152.27,725.57,0.047
T002583,C0381,P013,S001,D004,1,92.74,83.37,0.101
T002584,C0008,P010,S001,D311,1,89.89,87.82,0.023
T002585,C0076,P061,S001,D286,3,50.58,140.81,0.072
T002586,C0406,P037,S001,D167,3,158.87,467.08,0.02
T002587,C0267,P140,S001,D005,3,274.59,783.41,0.049
T002588,C0483,P022,S001,D039,3,139.23,393.05,0.059
T002589,C0231,P016,S001,D324,1,88.46,85.89,0.029
T002590,C0019,P076,S001,D256,1,129.54,123.19,0.049
T002591,C0216,P021,S001,D126,1,35.06,33.69,0.039
T002592,C0308,P021,S001,D215,1,34.4,33.82,0.017
T002593,C0488,P087,S001,D263,1,152.91,147.71,0.034
T002594,C0490,P059,S001,D028,4,54.6,195.03,0.107
T002595,C0009,P034,S001,D172,2,62.76,123.64,0.015
T002596,C0420,P129,S001,D246,1,99.95,96.45,0.035
T002597,C0333,P086,S001,D177,1,152.11,148.92,0.021
T002598,C0181,P129,S001,D088,2,96.92,188.61,0.027
T002599,C0268,P014,S001,D142,2,88.59,174.17,0.017
T002600,C0475,P109,S001,D029,1,123.55,120.96,0.021
T002601,C0091,P003,S001,D074,3,79.59,236.86,0.008
T002602,C0224,P007,S001,D117,1,62.68,55.85,0.109
T002603,C0353,P128,S001,D002,3,340.91,990.0,0.032
T002604,C0360,P106,S001,D014,2,123.2,235.07,0.046
T002605,C0439,P029,S001,D169,2,89.54,169.05,0.056
T002606,C0429,P064,S001,D033,2,317.5,530.22,0.165
T002607,C0316,P010,S001,D228,1,94.2,93.73,0.005
T002608,C0384,P005,S001,D226,1,87.02,77.01,0.115
T002609,C0052,P007,S001,D140,1,63.64,58.23,0.085
T002610,C0413,P120,S001,D092,1,205.89,179.33,0.129
T002611,C0216,P152,S001,D363,1,1196.52,1149.86,0.039
T002612,C0283,P098,S001,D085,4,98.12,388.56,0.01
T002613,C0241,P050,S001,D338,1,87.06,85.49,0.018
T002614,C0407,P028,S001,D022,1,101.35,99.22,0.021
T002615,C0421,P150,S001,D345,1,1184.8,1138.59,0.039
T002616,C0203,P119,S001,D347,2,192.48,377.65,0.019
T002617,C0115,P035,S001,D166,4,64.89,241.65,0.069
T002618,C0338,P132,S001,D038,3,90.96,261.42,0.042
T002619,C0408,P065,S001,D127,2,334.46,646.18,0.034
T002620,C0003,P131,S001,D354,2,99.61,195.04,0.021
T002621,C0008,P033,S001,D215,1,60.58,58.16,0.04
T002622,C0431,P142,S001,D063,2,234.3,383.31,0.182
T002623,C0308,P118,S001,D228,1,211.55,209.65,0.009
T002624,C0293,P049,S001,D069,1,93.59,92.47,0.012
T002625,C0499,P114,S001,D298,2,164.68,298.73,0.093
T002626,C0202,P009,S001,D120,1,76.49,73.43,0.04
T002627,C0296,P025,S001,D206,4,127.75,451.72,0.116
T002628,C0200,P053,S001,D227,1,95.52,84.34,0.117
T002629,C0463,P042,S001,D119,1,210.3,208.62,0.008
T002630,C0119,P142,S001,D222,1,224.41,215.43,0.04
T002631,C0259,P145,S001,D220,2,121.0,234.98,0.029
T002632,C0201,P049,S001,D181,1,92.77,89.89,0.031
T002633,C0134,P046,S001,D303,1,215.56,213.84,0.008
T002634,C0166,P138,S001,D262,5,265.79,1322.31,0.005
T002635,C0224,P131,S001,D085,2,94.42,169.2,0.104
T002636,C0079,P069,S001,D245,3,75.29,217.96,0.035
T002637,C0472,P079,S001,D115,2,205.24,373.54,0.09
T002638,C0013,P005,S001,D119,4,86.98,345.48,0.007
T002639,C0233,P060,S001,D089,4,53.58,176.17,0.178
T002640,C0096,P040,S001,D359,1,137.53,131.34,0.045
T002641,C0153,P131,S001,D124,3,95.48,255.22,0.109
T002642,C0372,P166,S001,D129,2,27.98,53.78,0.039
T002643,C0395,P090,S001,D013,2,112.84,225.0,0.003
T002644,C0043,P144,S001,D148,1,141.73,137.34,0.031
T002645,C0327,P027,S001,D014,1,94.81,84.29,0.111
T002646,C0057,P056,S001,D040,2,58.06,97.54,0.16
T002647,C0055,P067,S001,D091,1,71.98,67.09,0.068
T002648,C0093,P077,S001,D323,5,144.76,705.7,0.025
T002649,C0186,P119,S001,D060,3,203.25,570.12,0.065
T002650,C0052,P135,S001,D140,2,158.15,299.85,0.052
T002651,C0038,P094,S001,D299,1,286.26,259.35,0.094
T002652,C0108,P085,S001,D118,1,149.21,146.38,0.019
T002653,C0161,P047,S001,D231,2,214.36,418.86,0.023
T002654,C0083,P124,S001,D359,2,343.88,687.07,0.001
T002655,C0092,P082,S001,D333,2,210.23,407.01,0.032
T002656,C0438,P156,S001,D099,2,85.63,162.87,0.049
T002657,C0178,P156,S001,D365,1,88.02,85.29,0.031
T002658,C0280,P112,S001,D089,1,175.79,149.07,0.152
T002659,C0131,P162,S001,D358,1,28.17,26.4,0.063
T002660,C0016,P001,S001,D281,2,76.2,139.29,0.086
T002661,C0390,P014,S001,D330,2,84.34,161.43,0.043
T002662,C0059,P132,S001,D179,3,94.47,254.22,0.103
T002663,C0071,P038,S001,D358,2,165.93,274.45,0.173
T002664,C0482,P115,S001,D204,1,178.82,176.32,0.014
T002665,C0103,P142,S001,D140,2,236.18,437.41,0.074
T002666,C0283,P005,S001,D149,1,86.51,84.52,0.023
T002667,C0415,P154,S001,D334,1,93.1,85.09,0.086
T002668,C0205,P150,S001,D350,1,1204.36,1053.81,0.125
T002669,C0102,P102,S001,D096,2,111.11,212.44,0.044
T002670,C0144,P157,S001,D148,2,92.08,183.24,0.005
T002671,C0407,P078,S001,D012,2,201.47,396.49,0.016
T002672,C0407,P117,S001,D147,5,189.68,914.26,0.036
T002673,C0222,P142,S001,D053,5,235.21,1151.35,0.021
T002674,C0383,P046,S001,D290,2,208.39,386.77,0.072
T002675,C0056,P059,S001,D141,2,56.6,110.82,0.021
T002676,C0291,P014,S001,D280,3,85.38,244.61,0.045
T002677,C0420,P095,S001,D276,3,289.66,862.03,0.008
T002678,C0018,P152,S001,D128,2,1251.04,2331.94,0.068
T002679,C0210,P050,S001,D265,2,83.72,160.57,0.041
T002680,C0331,P041,S001,D192,1,163.02,158.62,0.027
T002681,C0204,P144,S001,D284,2,134.23,266.04,0.009
T002682,C0166,P099,S001,D154,4,91.66,363.34,0.009
T002683,C0126,P112,S001,D337,5,176.52,853.47,0.033
T002684,C0191,P053,S001,D292,2,90.88,178.85,0.016
T002685,C0005,P045,S001,D054,1,189.57,189.38,0.001
T002686,C0169,P026,S001,D058,1,145.41,132.32,0.09
T002687,C0165,P090,S001,D084,1,117.23,113.95,0.028
T002688,C0198,P156,S001,D073,1,86.97,81.32,0.065
T002689,C0112,P111,S001,D341,1,153.76,151.61,0.014
T002690,C0312,P046,S001,D039,3,216.94,624.79,0.04
T002691,C0344,P044,S001,D092,1,182.34,147.88,0.189
T002692,C0216,P015,S001,D007,4,79.57,311.28,0.022
T002693,C0417,P073,S001,D151,4,129.8,485.97,0.064
T002694,C0411,P007,S001,D077,2,63.11,125.97,0.002
T002695,C0141,P151,S001,D286,5,1097.76,5164.96,0.059
T002696,C0088,P139,S001,D136,3,276.1,696.6,0.159
T002697,C0122,P132,S001,D025,1,92.68,80.72,0.129
T002698,C0330,P021,S001,D342,2,35.24,59.34,0.158
T002699,C0003,P123,S001,D081,1,308.42,304.1,0.014
T002700,C0431,P112,S001,D256,1,186.24,166.87,0.104
T002701,C0274,P108,S001,D341,1,134.14,133.87,0.002
T002702,C0331,P164,S001,D155,2,29.92,58.46,0.023
T002703,C0425,P056,S001,D356,3,59.26,159.82,0.101
T002704,C0141,P032,S001,D118,1,60.7,56.21,0.074
T002705,C0041,P075,S001,D231,2,138.5,272.57,0.016
T002706,C0314,P065,S001,D357,2,317.57,625.61,0.015
T002707,C0233,P152,S001,D293,1,1217.08,1017.48,0.164
T002708,C0467,P079,S001,D211,3,195.05,574.03,0.019
T002709,C0317,P137,S001,D134,1,155.49,145.23,0.066
T002710,C0423,P154,S001,D357,2,90.38,179.86,0.005
T002711,C0166,P067,S001,D311,1,75.16,72.45,0.036
T002712,C0116,P101,S001,D270,2,105.12,185.22,0.119
T002713,C0462,P070,S001,D144,2,76.03,135.79,0.107
T002714,C0276,P055,S001,D029,2,61.41,108.7,0.115
T002715,C0445,P007,S001,D343,1,61.43,58.73,0.044
T002716,C0023,P045,S001,D298,1,187.18,178.38,0.047
T002717,C0039,P136,S001,D335,2,167.74,324.07,0.034
T002718,C0406,P062,S001,D164,5,298.97,1475.42,0.013
T002719,C0088,P078,S001,D062,3,203.35,513.66,0.158
T002720,C0062,P134,S001,D013,4,143.21,509.83,0.11
T002721,C0386,P114,S001,D207,1,166.6,159.44,0.043
T002722,C0459,P065,S001,D076,4,324.74,1193.74,0.081
T002723,C0063,P127,S001,D189,2,292.92,546.59,0.067
T002724,C0245,P137,S001,D141,3,160.83,425.56,0.118
T002725,C0165,P006,S001,D015,3,69.4,203.2,0.024
T002726,C0048,P058,S001,D340,4,51.49,202.87,0.015
T002727,C0043,P154,S001,D006,4,92.3,353.69,0.042
T002728,C0125,P140,S001,D015,3,273.57,790.34,0.037
T002729,C0106,P119,S001,D029,1,200.66,199.86,0.004
T002730,C0254,P126,S001,D176,1,343.6,343.26,0.001
T002731,C0111,P007,S001,D052,2,63.01,116.32,0.077
T002732,C0250,P045,S001,D185,5,187.11,874.74,0.065
T002733,C0303,P152,S001,D088,1,1236.68,1130.33,0.086
T002734,C0161,P105,S001,D275,3,129.32,381.75,0.016
T002735,C0233,P120,S001,D029,4,213.8,696.99,0.185
T002736,C0055,P109,S001,D032,2,129.13,241.47,0.065
T002737,C0187,P068,S001,D014,2,76.27,130.42,0.145
T002738,C0318,P157,S001,D080,3,89.67,258.52,0.039
T002739,C0097,P102,S001,D306,3,107.04,314.38,0.021
T002740,C0352,P080,S001,D036,1,202.08,179.65,0.111
T002741,C0332,P141,S001,D184,2,257.73,503.6,0.023
T002742,C0055,P062,S001,D332,3,297.78,833.49,0.067
T002743,C0458,P062,S001,D296,1,292.78,255.6,0.127
T002744,C0244,P117,S001,D127,3,194.97,500.1,0.145
T002745,C0136,P137,S001,D364,1,155.64,141.79,0.089
T002746,C0182,P132,S001,D359,3,91.88,273.43,0.008
T002747,C0258,P041,S001,D245,5,158.07,776.91,0.017
T002748,C0226,P054,S001,D092,5,81.21,404.02,0.005
T002749,C0333,P012,S001,D140,2,85.47,163.08,0.046
T002750,C0100,P061,S001,D248,5,49.95,244.76,0.02
T002751,C0305,P121,S001,D086,1,194.54,176.45,0.093
T002752,C0266,P033,S001,D243,1,62.1,59.99,0.034
T002753,C0331,P163,S001,D284,1,27.51,27.34,0.006
T002754,C0059,P043,S001,D313,5,198.66,890.0,0.104
T002755,C0137,P077,S001,D090,1,146.06,133.35,0.087
T002756,C0142,P120,S001,D237,4,208.35,755.89,0.093
T002757,C0367,P090,S001,D145,2,113.83,223.11,0.02
T002758,C0113,P142,S001,D324,1,233.16,207.05,0.112
T002759,C0138,P100,S001,D296,3,109.96,309.43,0.062
T002760,C0105,P043,S001,D051,2,202.26,376.2,0.07
T002761,C0306,P065,S001,D064,2,322.29,612.35,0.05
T002762,C0095,P092,S001,D178,2,104.85,202.36,0.035
T002763,C0245,P020,S001,D039,3,34.26,91.47,0.11
T002764,C0353,P043,S001,D231,1,200.93,197.72,0.016
T002765,C0036,P145,S001,D197,2,121.36,238.59,0.017
T002766,C0234,P089,S001,D054,2,101.74,203.28,0.001
T002767,C0243,P021,S001,D057,3,34.5,103.4,0.001
T002768,C0499,P077,S001,D295,5,146.29,691.22,0.055
T002769,C0348,P024,S001,D239,1,136.37,129.42,0.051
T002770,C0181,P039,S001,D120,2,149.66,290.64,0.029
T002771,C0251,P148,S001,D109,1,1077.99,1052.12,0.024
T002772,C0024,P111,S001,D236,1,160.52,146.07,0.09
T002773,C0149,P071,S001,D115,2,82.46,160.63,0.026
T002774,C0086,P057,S001,D026,1,59.33,57.02,0.039
T002775,C0052,P025,S001,D051,2,126.8,227.73,0.102
T002776,C0232,P101,S001,D301,2,107.18,185.42,0.135
T002777,C0280,P019,S001,D287,1,36.34,30.93,0.149
T002778,C0187,P161,S001,D314,4,39.12,127.84,0.183
T002779,C0155,P073,S001,D057,3,132.87,380.67,0.045
T002780,C0397,P043,S001,D197,3,206.14,591.83,0.043
T002781,C0432,P151,S001,D084,1,1109.31,1102.65,0.006
T002782,C0352,P081,S001,D323,2,214.07,387.47,0.095
T002783,C0076,P100,S001,D030,1,113.15,100.7,0.11
T002784,C0338,P054,S001,D014,2,84.77,166.49,0.018
T002785,C0016,P042,S001,D023,1,209.36,188.01,0.102
T002786,C0499,P004,S001,D176,1,75.3,70.48,0.064
